100 1  1  100  1
100 2  2  298  12
100 3  3  298  23
100 4  4  470  34
100 5  5  492  45
100 6  6  492  56
100 7  7  492  67
100 8  8  576  78
100 9  9  616  89
100 10  10  678  89
100 11  11  678  89
100 12  12  678  89
100 13  13  678  89
100 14  14  678  89
100 15  15  678  89
100 16  16  740  89
100 17  17  742  89
100 18  18  804  89
100 19  19  808  89
100 20  20  848  89
100 21  21  848  89
100 22  22  848  89
100 23  23  848  89
100 24  24  848  89
100 25  25  848  89
100 26  26  848  89
100 27  27  848  89
100 28  28  848  89
100 29  29  848  89
100 30  30  848  89
100 31  31  848  89
100 32  32  910  89
100 33  33  912  89
100 34  34  914  89
100 35  35  916  89
100 36  36  944  89
100 37  37  944  89
100 38  38  944  89
100 39  39  946  89
100 40  40  986  89
100 41  41  986  89
100 42  42  986  89
100 43  43  986  89
100 44  44  986  89
100 45  45  986  89
100 46  46  986  89
100 47  47  986  89
100 48  48  986  89
100 49  49  986  89
100 50  50  986  89
100 51  51  986  89
100 52  52  986  89
100 53  53  986  89
100 54  54  986  89
100 55  55  986  89
100 56  56  986  89
100 57  57  986  89
100 58  58  986  89
100 59  59  986  89
100 60  60  986  89
100 61  61  986  89
100 62  62  986  89
100 63  63  986  89
100 64  64  1048  89
100 65  65  1050  89
100 66  66  1052  89
100 67  67  1054  89
100 68  68  1056  89
100 69  69  1058  89
100 70  70  1058  89
100 71  71  1058  89
100 72  72  1058  89
100 73  73  1058  89
100 74  74  1058  89
100 75  75  1058  89
100 76  76  1058  89
100 77  77  1058  89
100 78  78  1058  89
100 79  79  1060  89
100 80  80  1060  89
100 81  81  1060  89
100 82  82  1060  89
100 83  83  1060  89
100 84  84  1060  89
100 85  85  1060  89
100 86  86  1060  89
100 87  87  1060  89
100 88  88  1060  89
100 89  89  1060  89
100 90  90  1060  90
100 91  91  1060  91
100 92  92  1060  92
100 93  93  1060  93
100 94  94  1060  94
100 95  95  1060  95
100 96  96  1060  96
100 97  97  1060  97
100 98  98  1060  98
100 99  99  1060  99
100 100  100  1060  100
