10 1  1  10  1
10 2  2  28  2
10 3  3  28  3
10 4  4  40  4
10 5  5  42  5
10 6  6  42  6
10 7  7  42  7
10 8  8  46  8
10 9  9  46  9
10 10  10  48  10
